src,tgt
Finally I can go to bed.,드디어 침대에 들어가도 되네.
Today was so hard I think I'll sleep well tonight.,오늘은 이렇게 힘들었어서 깊게 잘 잘 것 같다.
Today one of my colleague told about his job.,오늘 동료 한명이 본인 직장에 대해서 애기해줬어.
My friend works at a supermarket.,내 친구는 슈퍼마켓에서 일해.
That supermarket sometimes has sales.,그 슈퍼마켓은 가끔 세일 해.
I think it's not a problem in this case.,이 경우에는 문제가 없다고 본다.
Elementary schools are gradually disappearing.,초등 학교가 점점 사라지고 있다.
We are quite conservative when it comes to food.,우리는 음식에 관해서는 매우 보수적이다.
Here it really feels today like summer has ended.,여긴 오늘 꼭 여름의 끝인 느낌이 난다.
"For the first time in ages, I slept late.",오랜만에 늦게까지 잤는데.
Three months ago there were so few students we stopped the class.,3달전에 학생이 너무 적어서 수업이 없어졌던 거다.
I felt great all day.,기분이 하루종일 좋았다.
I hope my Spanish improves quickly.,빨리 스페인어가 늘었으면 좋겠네.
I have to go shop for a wedding dress with my mom and my sister tomorrow morning because it's my cousin's wedding soon.,"곧 사촌의 결혼식이 있어서, 내일 아침에 난 엄마랑 누나랑 같이 웨딩드레스를 사러 가야 돼."
Later I'll go to the movies with my friend.,나중에 친구랑 같이 영화 보러 갈거다.
"Next weekend, I'm going to see the action movie 'Divergent' without subtitles at the cinema.",다음 주말에 영화관에서 디버전트란 액션 영화를 자막 없이 볼거다.
"Although the film is bad, I will enjoy it because I'm with friends.",영화가 나빠도 친구랑 같이 있으니 즐거울 테지.
"Normally I eat popcorn and drink Coke when I watch a movie, but this time I'll eat candy.",보통 영화를 볼 때 팝콘이랑 코카콜라를 먹는데 이번엔 사탕을 먹으려해.
I'm trying to help you keep your job.,나는 니가 일을 계속하게 도와주고 싶어.
Tom considers himself a worthy candidate.,톰은 자신이 좋은 후보라고 생각한다.
I think I know how to find Tom.,톰을 찾을 방법을 알 것같아.
I hated myself for doing that.,그걸 해서 내 자신이 싫었어.
Can I ask why?,이유를 물어봐도 돼?
That's complete nonsense.,그것은 완전히 터무니없는 짓이다.
This is where it began.,이곳에서 모든 것이 시작됐다.
Tom doesn't want to spend the rest of his life in prison.,톰은 남은 인생을 감옥에서 보내고 싶어하지 않아.
Tom wasn't in when I dropped by.,톰은 내가 들렸을 때 없었다.
Tom grew up in a rich family.,톰은 부유한 집안에서 자랐다.
Life is never easy.,사는게 쉽지가 않아.
How's the business going?,사업 어떻게 되어 가?
What language was that?,그건 무슨 언어였지?
Don't you trust me to do it?,당신은 내가 그것을 하는것에 믿지 않습니까?
"Are these yours, Tom?","탐, 이것들이 너의 것이야?"
The flower needs watering. The leaves are already wilted.,꽃에 물을 줘야겠다. 잎들이 벌써 시들었다.
She is 8 months pregnant.,그녀는 임신 8개월이다.
That can't be!,완전 말도 안돼!
"And 1, 3, 5 are odd numbers.","1, 3, 5는 홀수이다."
"2, 4, 6 etc. are even numbers.","2, 4, 6 등은 짝수이다."
Will you stay at home or go to school today?,"오늘 집에 있겠습니까, 학교에 가겠습니까?"
Don’t put a pencil in your mouth. You might accidentally stab your palate.,"연필을 입에 넣지 마세요, 실수로 입천장을 찌를 수 있습니다."
Tom will be there to meet you.,톰이 너를 만나러 거기에 갈 거야.
I'll never tell you.,나는 결코 너에게 말하지 않을 것이다.
I haven't finished this yet.,이거 아직도 못 끝냈어.
Our wedding is tomorrow.,우리의 결혼식은 내일이다.
Where did you put my suitcase?,내 (여행용) 가방 어디에 두었니?
My friends are stupid.,내 친구들은 멍청하다.
I think I can speak French well enough to say pretty much anything I want to say.,나는 내가 말하고 싶은 것은 거의 다 말할 수 있을 정도로 불어를 잘 한다고 생각한다.
I like honest people.,저는 솔직한 사람을 좋아합니다.
We'll meet again in October.,우리는 10월에 다시 만날 것이다.
It's dangerous to go outside right now.,지금 당장 밖으로 나가는 것은 위험하다.
I believe in love.,난 사랑을 믿는다.
Tom went to bed very late.,톰은 엄청 늦게 잤어.
Why can't they do it?,그들은 왜 그것을 할 수 없죠?
I'm not quite sure who we should hire.,누구를 채용해야 할지 확신이 안 서.
I also want to be happy.,나도 행복하고 싶다.
I'm a simple girl.,저는 단순한 소녀에요.
Everyone loves a freebie.,모두가 공짜를 좋아한다.
Now I've had enough.,이제 충분히 했습니다.
Was the bank closed?,은행 문 닫혀 있었어?
Was the bank closed?,은행 문은 닫혀 있었어요?
Kick as hard as you can.,최대한 세게 차.
Kick as hard as you can.,최대한 세게 차세요.
Tom didn't seem to be so busy.,톰 별로 안 바빠 보이던데.
My name's Henry.,제 이름은 헨리 입니다.
I speak five languages.,저는 다섯 개의 언어를 합니다.
Would you mind if I helped?,내가 도와도 괜찮겠니?
They liked each other.,그들은 서로 좋아 합니다
Maybe I should talk to her.,아무래도 걔한테 말해야겠어.
I'm writing this letter to him.,나는 이 편지를 그에게 쓰고 있어.
I'll surprise her.,그녀를 놀라게 해줄 거야.
We can count on her.,그녀에게 기대하면 돼요.
Don't let her drink any more.,걔 좀 그만 마시게 해.
Who killed them?,누가 그들을 죽였나?
Who killed him?,누가 그를 죽였나?
What killed them?,무엇이 그들을 죽였나?
What killed her?,무엇이 그녀를 죽였나?
Tell me what you gave him.,네가 그에게 준 것을 얘기해 줘.
Tell me what you gave him.,당신이 그에게 준 것을 얘기해 주세요.
I already gave her your number.,이미 그녀에게 당신의 번호를 전했어요.
"You'll bring him, won't you?","걔 데리고 올거지, 그치?"
Tom attempted suicide.,톰은 자살을 시도했다.
We've been waiting for your instructions.,그쪽의 지시를 기다리는 중이었습니다.
Greece is an old country.,그리스는 오래된 나라이다.
I like helping others.,나는 남을 돕는 것을 좋아한다.
Can you pass me the towel?,수건 좀 주시겠습니까?
Shall I get some water for you?,물 좀 가져다 드릴까요?
I want to go to the mountain.,나는 산에 가길 원합니다.
Here it really feels today like summer has ended.,오늘은 진짜 여름이 끝난 것 같은 느낌이야.
That's my responsibility.,그것은 나의 책임이다.
Do you love your mother?,당신은 당신의 어머니를 사랑합니까?
Seoul is the capitаl of South Korea.,서울은 남한의 도시다.
I'm sixteen years old.,나는 열여섯 살입니다.
I love learning languages.,언어 공부하는 것을 좋아합니다.
Samsung is a big company.,삼성은 큰 회사입니다.
"You haven't told Tom you're married, have you?","너 결혼한거 톰한테 말 안했구나, 그치?"
"You had bacon and eggs for breakfast, didn't you?","아침에 베이건이랑 달걀 먹었잖아, 그치?"
Everyone except Tom went to the party.,톰만 빼고 다들 파티에 갔어.
I'm in charge now.,이제 내가 책임을 지고 있다.
Let me take you to the hospital.,내가 병원으로 데려다 줄게요.
How badly was Tom beaten?,톰이 얼마나 심하게 맞았니?
What are you two arguing about?,너희 둘 무엇에 관하여 논쟁하고 있니?
We cannot sleep due to the noise.,"소음때문에, 우리는 잠들수 없다."
"Because of the thick fog, we could not see the signs clearly.","짙은 안개때문에, 우리는 도로표시를 잘 볼 수 없었다."
May I open this box?,이 상자를 열어도 될까요?
What web browser do you like the most?,너는 어떤 웹브라우저가 제일 좋아?
"Although he is busy, he can come.","그가 바쁘지만, 올 수 있다."
Can you write?,쓸 수 있어요?
This is so relaxing.,이거 정말 기분 좋다.
I spoke to Tom last night and he told me that he likes you.,나는 어제밤에 톰과 이야기 했었는데 톰은 너를 좋아한다고 말했었다.
What do you think this sentence means?,이 문장이 무슨 뜻인 것 같아?
Tom wore jeans and a cowboy hat.,톰은 청바지를 입고 카우보이 모자를 썼어.
Where were you 3 years ago?,3년전 당신은 어디에 있었습니까?
I'm learning Korean.,나는 한국어를 공부해요.
I live in a small apartment.,나는 작은 아파트에 살아요.
I live in a small apartment.,나는 작은 아파트에서 살아.
Have you ever thought about quitting your job?,사직할 것을 생각해 본 적이 있나요?
Nobody wants to work.,아무도 일하고 싶어하지 않는다.
Tom has braided his beard.,톰은 그의 턱수염을 땋았다.
Thalia's my favorite singer.,내가 좋아하는 가수는 탈리아입니다.
Thalia's my favorite singer.,내가 좋아하는 가수는 탈리아야.
How much is the shirt?,이 셔츠 얼마에요?
"On September 3rd, I will go from Los Angeles to Seoul with a friend.",나는 친구와 함께 9월 3일에 로스앤젤레스에서 서울에 갈 거에요.
I am not a native speaker.,나는 (언어?)모국어 사용자가 아닙니다.
Three soldiers were wounded.,군인 세명이 부상을 당했다.
Are you really willing to help?,진짜로 도와줄 마음이 있어?
Tom has a guitar that was made in Korea.,톰은 한국에서 만들어진 기타를 가지고 있다.
That would make a great gift.,좋은 선물이 되겠다.
Tom won the match.,톰은 경기에서 이겼다.
Tom certainly thinks so.,톰은 틀림없이 그렇게 생각해.
She didn't want to know anything about his personal life.,그 여자는 그 남자의 사생활에 대해 전혀 알고 싶어하질 않던데.
I now agree with Tom.,나는 이제 톰의 의견에 동의한다.
Tom wrapped his jacket around Mary's shoulders.,톰이 메리의 어깨에 자신의 자켓을 둘렀다.
I watched the sun rise over the city.,해가 도시 위로 떠오는 것을 지켜봤다.
Tatoeba is not a social network.,타토에바는 SNS가 아닙니다.
They're building a new plaza.,새 광장을 짓고있다.
I don't know at all.,난 전혀 모르겠어.
I kept my promise to him.,나는 그와의 약속을 지켰다.
What is the German for 'telephone'?,'전화기'는 독일어로 뭔가요?
Mom doesn't like to exercise.,엄마는 운동하는 걸 안 좋아한다.
Everyone loves sports.,스포츠는 누구나 좋아한다.
Tom doesn't like to exercise.,톰은 운동하는 걸 싫어한다.
No one in his class were able to solve the problem.,그의 학생들 중 누구도 그 문제를 풀 수 없었다.
The forest was very tranquil.,숲은 매우 고요했다.
Close your eyes again.,눈을 다시 감으세요.
Please teach me how to play this game.,게임 어떻게 하는지 가르쳐주세요.
Did you buy cat food?,고양이 사료 샀어?
When does your winter vacation begin?,겨울 방학은 언제 시작하나요?
"After driving for eight hours, Tom just couldn't drive any longer.",8시간 동안 운전을 한 후에 톰은 더이상 운전을 할 수 없었다.
